Gene names, Alpha A53T_day_1_1, Alpha A53T_day_1_2, Alpha A53T_day_10_1, Alpha A53T_day_10_2, Alpha A53T_day_30_1, Alpha A53T_day_30_2, Alpha _day_1_1, Alpha _day_1_2, Alpha _day_10_1, Alpha _day_10_2, Alpha _day_30_1, Alpha _day_30_2
CG9917-RA,0.649385529,0.568518598,0.975189938,1.379898164,#VALUE!,0.722728309,0.637192887,0.49241724,0.992840926,0.675364313,0.845510123,1.042574302
Bet5,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.740193617,#VALUE!,#VALUE!,0.635243612,0.51551062,0.448478121,0.656633655
Nup58,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.760519037,0.542505701,0.319386715,#VALUE!,#VALUE!,#VALUE!,0.251446432
Csp,1.662706823,2.173958903,0.955015156,1.211697545,#VALUE!,0.807767062,1.726656863,2.106683324,1.089362553,1.582218773,0.667301759,0.827819025
,1.422986451,#VALUE!,1.586260342,1.261590989,#VALUE!,0.837781812,0.960734102,1.051859299,1.194843512,1.018206857,0.966135105,1.111832587
,#VALUE!,#VALUE!,-0.62602334,-0.45059697,#VALUE!,0.878607646,1.564378169,1.598222263,-0.429789684,-0.439050321,-0.379244699,-0.091694334
,-1.556138778,-0.467413729,0.472695713,0.757620689,#VALUE!,0.922121715,-1.173677277,-0.636772843,2.580434959,0.619741659,0.237686079,0.777956188
Mmp1,-1.075550412,-1.56452075,#VALUE!,#VALUE!,#VALUE!,0.930548119,-1.45842569,-0.280895433,#VALUE!,0.503043371,#VALUE!,-0.123921208
mRpS22,-0.775120045,-0.987102422,0.063226802,0.136847604,#VALUE!,0.947778352,-0.556478215,-0.951233714,0.256165277,0.299479128,0.401084302,0.768163147
EG:132E8.3,#VALUE!,#VALUE!,0.430392334,1.001874286,#VALUE!,1.025595836,0.806282807,0.933421563,0.504569548,0.679874148,#VALUE!,0.791355669
tsu,0.263034406,-0.076325953,1.002162421,0.750949452,#VALUE!,1.0767643,0.129085148,0.256527627,0.691176797,0.798589739,0.618520588,0.69706208
LSm3,0.277032552,0.129612738,0.929109248,0.87892148,#VALUE!,1.087870133,0.739761711,0.302523778,1.337768171,1.327572404,1.182755851,1.293841299
,0.173894961,0.258699816,-0.111804227,-0.41077343,#VALUE!,1.14254414,0.121413331,2.149714608,-1.044687197,-1.00943717,-0.700591209,-0.848297018
twr,0.56315813,-0.02539727,0.791188942,1.032241931,0.92189329,1.211884402,0.406645508,0.246833688,0.966799585,0.969086007,#VALUE!,0.998195503
,-0.737759295,-0.422404403,0.469365054,0.418351888,#VALUE!,1.2174789,-0.783911482,-0.74942643,0.224163787,0.156267163,0.533762671,0.998123276
Tim8,#VALUE!,1.145547036,#VALUE!,0.821220391,#VALUE!,1.30987466,1.175811994,1.344942091,1.015283461,1.150364705,1.061223202,1.149519521
,1.663936606,0.682033871,#VALUE!,1.012568674,1.312839402,1.314638527,1.513490746,0.654985383,1.232292362,1.187324357,#VALUE!,1.296662968
CG34191,0.452384576,0.071762669,0.615322123,0.536251879,#VALUE!,1.376846014,0.04558276,0.177343788,0.685446835,0.74278234,0.782324685,1.121612255
,-1.136346946,-1.010483107,0.151469198,0.210264166,#VALUE!,1.37717929,-1.131250029,-0.351773876,0.640250721,0.707436442,0.790104741,0.9157121
GstE7,2.166233395,#VALUE!,0.379731849,#VALUE!,#VALUE!,1.380895648,1.442067663,#VALUE!,1.156849613,#VALUE!,1.129019186,1.956577119
mRpS9,-1.348390288,-1.581302701,0.032524066,0.048654702,#VALUE!,1.384823459,-1.397638143,-1.209795144,0.169155359,0.042504263,0.462261769,0.590242708
Tor,0.063226802,#VALUE!,-0.557900479,#VALUE!,#VALUE!,1.556944353,0.50771854,1.200629898,#VALUE!,-0.460091803,-1.053314049,-1.504222985
mRpL40,-1.143181589,-1.372766724,0.792938622,0.455859809,#VALUE!,1.71065768,-1.064525165,-1.444655006,0.801407018,0.810319703,1.145938258,1.534211045
,0.779974061,0.793188404,1.678973308,1.808096689,#VALUE!,1.891730247,1.390282475,1.491186096,1.516317779,1.630824799,2.570001389,1.998773188
,0.340733161,0.030971642,0.625738062,0.772054552,0.948600847,2.053632698,-0.192447236,1.309117966,1.125981654,0.726656863,#VALUE!,0.866156276
CalpB,-0.877473049,#VALUE!,0.024603367,0.321004474,#VALUE!,2.26474659,0.16812853,-0.171303434,-1.143946539,-0.26735742,-0.411905444,-0.154024282
,2.12568416,1.86603755,2.192951618,2.154907199,#VALUE!,2.600697931,2.478661236,2.679266143,2.474955138,2.621102404,2.896756218,2.386231545
Hsp67Bc,-1.163655706,-0.947194617,1.253202677,1.918653375,#VALUE!,2.874541251,-1.265344567,-0.65371818,1.372952098,1.400592576,1.921588666,3.007105779
Obp83b,#VALUE!,#VALUE!,2.313187794,2.630917966,#VALUE!,2.911365621,2.587364991,2.69525892,1.07121349,0.809002775,1.64556333,1.781401682
,1.90565897,#VALUE!,1.708893509,0.839717775,#VALUE!,3.122391109,2.299830762,2.27733018,0.155619721,-0.108751925,1.792938622,0.391437798
CG12896-RA,1.892507603,1.59841285,2.518686199,2.55875743,#VALUE!,3.247304742,2.359099433,2.147892776,2.547597892,2.314290484,2.605897265,2.718810943
,3.516519498,2.220670465,1.735002193,2.364236231,#VALUE!,4.355157256,1.902575299,2.00680068,2.557042415,2.226755123,#VALUE!,1.744677789
MESR6,2.149421968,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-3.642648438,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-2.449847958,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
skpB,-0.047547146,-2.552410225,-2.033333287,#VALUE!,#VALUE!,-2.335189518,#VALUE!,#VALUE!,#VALUE!,-1.664379547,-0.360193652,#VALUE!
Cp36,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-2.076128226,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-2.050681721,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Spn88Eb,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.120168787,-1.932912035,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
smid,-0.728383093,#VALUE!,#VALUE!,-0.726543789,-2.15508413,-1.92834715,-1.076767132,#VALUE!,-1.869596238,#VALUE!,#VALUE!,#VALUE!
,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.877950209,-1.896576217,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,#VALUE!,0.059078342,-0.165547659,0.111565545,0.066261442,-1.834904882,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG13759-RA,-0.80503045,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.816240376,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.811320565,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,-2.435416966,#VALUE!,#VALUE!,#VALUE!,-3.045014612,-1.767142804,#VALUE!,#VALUE!,-0.350540889,#VALUE!,#VALUE!,#VALUE!
Nc73EF,-1.152836891,#VALUE!,#VALUE!,#VALUE!,-1.425888801,-1.721135031,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Nup93-1,#VALUE!,-1.254461465,#VALUE!,#VALUE!,-1.007666618,-1.682325464,-0.086599286,#VALUE!,-1.321855962,-0.958336468,#VALUE!,#VALUE!
CG31534-RB,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.65068002,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG17544-RA,-1.774132811,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.613696707,-1.683112822,-2.888754971,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Cyp6a17,-1.8700708,#VALUE!,-0.145764921,-0.499361088,-1.436783284,-1.559324146,#VALUE!,#VALUE!,#VALUE!,-0.516346716,#VALUE!,#VALUE!
sec8,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.511484991,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
GluClalpha,#VALUE!,-1.587879692,-0.51298708,#VALUE!,-1.766406397,-1.494027794,#VALUE!,-1.322324891,-0.776923491,-0.036126416,#VALUE!,#VALUE!
Ppat-Dpck,-2.005898236,#VALUE!,-0.204648635,#VALUE!,#VALUE!,-1.433077713,-0.08554263,#VALUE!,#VALUE!,#VALUE!,-1.814970778,#VALUE!
CG1598,-1.216551727,-0.641851336,-1.102806051,-1.224789285,-0.040007338,-1.40091077,-1.086936354,-0.964742089,-1.141843902,-0.567446742,#VALUE!,#VALUE!
Pak3,-2.049606242,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.397372093,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
ABCB7,-2.313082692,-0.534704611,-0.948558289,-1.149312573,-1.623176207,-1.345124568,#VALUE!,#VALUE!,-1.097887821,-1.149248574,#VALUE!,#VALUE!
O-fut1,-1.621222058,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.335262321,-2.230803761,#VALUE!,#VALUE!,-0.745913952,#VALUE!,#VALUE!
sec24,-2.15168253,-2.433779091,#VALUE!,#VALUE!,#VALUE!,-1.31387154,-1.762142633,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CanA-14F,-0.645615547,#VALUE!,-0.571857609,-1.154602284,#VALUE!,-1.307465675,-0.933876358,-0.363159644,#VALUE!,-0.384112926,#VALUE!,#VALUE!
,#VALUE!,#VALUE!,-1.367843481,#VALUE!,-1.196243935,-1.23953206,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
zetaCOP,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.161556442,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Cg25C,-0.924946635,#VALUE!,-0.394069557,-0.93749141,-0.956123595,-1.124534455,#VALUE!,#VALUE!,-0.614182455,-0.493560544,#VALUE!,#VALUE!
CG30185;Gr59f,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.092555516,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
RanGap,-0.963644372,#VALUE!,-1.56238873,-1.356568602,#VALUE!,-1.067001533,-1.329123416,-1.182818827,-0.60224084,-0.409680631,#VALUE!,#VALUE!
Ac76E,#VALUE!,#VALUE!,-1.0014723,#VALUE!,#VALUE!,-1.041565605,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
TotM,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.603423987,-0.975141361,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG11583,-1.358897945,#VALUE!,#VALUE!,#VALUE!,-0.905439614,-0.972421273,#VALUE!,#VALUE!,-1.154281143,-1.081888591,#VALUE!,#VALUE!
,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.970243235,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Pi4KIIalpha,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.960159735,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
uif,-2.062444681,-1.937601936,#VALUE!,-0.022375703,0.399991351,-0.927935371,-2.319117579,-1.830895965,0.05004888,-1.074091702,#VALUE!,#VALUE!
CG6136,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.907927905,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG4538-RA,-1.102620153,-1.838924969,#VALUE!,-1.255666653,-0.204914671,-0.900852945,-1.288698934,-1.473770898,-0.564456743,0.218719182,#VALUE!,#VALUE!
CG42486-RA,#VALUE!,#VALUE!,#VALUE!,-0.475836001,-0.99271837,-0.892017597,#VALUE!,#VALUE!,-1.094002228,-0.710944623,#VALUE!,#VALUE!
Jheh3,#VALUE!,#VALUE!,-0.468650981,0.390777727,#VALUE!,-0.868147154,#VALUE!,#VALUE!,-0.865384756,#VALUE!,-0.801329842,#VALUE!
GS,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.848634719,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.827947791,#VALUE!,#VALUE!,-0.474111536,-0.448784242,#VALUE!,#VALUE!
RhoGAP100F,-0.631779225,#VALUE!,-0.382513434,-0.171254697,-1.390245038,-0.695278702,#VALUE!,-1.04507415,#VALUE!,#VALUE!,#VALUE!,#VALUE!
HtrA2,#VALUE!,0.45691126,#VALUE!,#VALUE!,-0.80702314,-0.673002535,#VALUE!,#VALUE!,#VALUE!,-0.713213458,#VALUE!,#VALUE!
,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.66447101,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG15187,0.023326332,#VALUE!,#VALUE!,#VALUE!,-0.165838949,-0.655875983,0.268793675,-0.918305879,0.275603079,#VALUE!,#VALUE!,#VALUE!
,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.515129748,-0.936911288,-1.126108076,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG15617-RA,#VALUE!,#VALUE!,-0.761384318,-0.651246355,#VALUE!,-0.419526448,#VALUE!,#VALUE!,0.418135964,0.05338942,#VALUE!,#VALUE!
Moca-cyp,-0.833850177,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.379282228,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Patronin;ssp4,-0.380333454,#VALUE!,#VALUE!,0.240741731,#VALUE!,-0.367322303,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG17837,#VALUE!,#VALUE!,-0.26091232,#VALUE!,-1.492403229,-0.357954663,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Ras64B,-0.654739895,-1.254427046,-0.018746463,-0.325051301,-0.597190522,-0.308805333,#VALUE!,#VALUE!,-0.414922088,#VALUE!,#VALUE!,#VALUE!
AP-1mu,#VALUE!,-0.890626067,-0.267253238,#VALUE!,#VALUE!,-0.267895813,#VALUE!,-0.972676063,#VALUE!,0.013640911,-0.790683892,#VALUE!
,#VALUE!,#VALUE!,0.780897977,0.177471364,#VALUE!,-0.222700229,-0.561004605,1.0824301,0.011495639,-0.286585714,-0.359379072,#VALUE!
,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.175729082,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,#VALUE!,0.118359726,0.043204499,0.207518077,-0.549662354,-0.156418077,0.515813357,#VALUE!,-0.034130772,#VALUE!,#VALUE!,#VALUE!
,#VALUE!,0.665847521,-0.493560544,#VALUE!,-0.834673295,-0.144983055,#VALUE!,#VALUE!,-0.107243732,#VALUE!,#VALUE!,#VALUE!
l(2)35Bg,#VALUE!,#VALUE!,#VALUE!,-0.3856388,-0.178420388,-0.130681305,#VALUE!,#VALUE!,-1.039903514,-0.999134643,#VALUE!,#VALUE!
usnp,-0.215764061,#VALUE!,-0.306252126,#VALUE!,-0.279581432,-0.097748869,-0.599855586,#VALUE!,#VALUE!,-0.249444944,#VALUE!,#VALUE!
aru,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.091848079,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Dcp1,-0.803518851,#VALUE!,-0.57817618,#VALUE!,#VALUE!,-0.090664666,-0.568451918,-1.41553772,#VALUE!,#VALUE!,#VALUE!,#VALUE!
TwdlBeta,-0.060231808,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.078365636,0.115965432,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
RIC-3,-0.013945914,-0.659631433,#VALUE!,0.19105724,1.008486889,-0.037754539,0.45132982,-0.286972906,#VALUE!,0.353774945,#VALUE!,#VALUE!
sgl,-0.53338854,0.234133396,#VALUE!,-0.796435474,#VALUE!,-0.027807322,#VALUE!,0.040682059,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.330156846,-0.009945517,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Srp14,-0.537068193,#VALUE!,#VALUE!,0.126840735,0.132905812,0.11196609,-0.70181093,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Rox8,-1.437994533,-0.004030745,2.821914259,-0.630639611,#VALUE!,0.124460486,-1.480719787,-1.436744229,#VALUE!,-0.564904848,#VALUE!,#VALUE!
,#VALUE!,#VALUE!,0.957246014,-0.237455578,#VALUE!,0.170566057,-0.811928293,-1.777096543,#VALUE!,#VALUE!,#VALUE!,#VALUE!
slik,-1.162105185,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.213378391,#VALUE!,0.33845294,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Gos28,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.293605911,#VALUE!,-0.559239111,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PPP4R2r,-0.564606096,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.309409049,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
dally,#VALUE!,#VALUE!,#VALUE!,0.189919418,#VALUE!,0.319964694,-0.538282865,-0.418639111,#VALUE!,-0.140094043,-0.025000879,#VALUE!
CG33506-RA,0.119156942,-0.569286532,0.517829985,#VALUE!,#VALUE!,0.338338835,-0.334061546,-0.230820691,0.490775482,0.661931977,0.230694897,#VALUE!
nero,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.350610395,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
nrm,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.358283723,#VALUE!,-0.260670324,#VALUE!,0.483467554,0.368600747,#VALUE!
,0.686074659,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.444879056,#VALUE!,#VALUE!,0.314522522,0.379399163,#VALUE!,#VALUE!
Ccp84Ag,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.522457558,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
mRpL46,-0.471868808,-0.582965751,-0.03917695,#VALUE!,#VALUE!,0.53645083,-1.704535567,-1.591179465,0.258096758,0.22342255,0.419107367,#VALUE!
,-0.048904626,-0.660657345,#VALUE!,-0.107849929,#VALUE!,0.641268561,0.042924445,-0.218816568,0.172743517,#VALUE!,0.022616379,#VALUE!
mRpL50,-0.413653176,#VALUE!,0.513389678,#VALUE!,#VALUE!,0.646070469,-0.471368674,-0.32007182,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,-0.435221884,#VALUE!,#VALUE!,0.389126227,#VALUE!,0.649661441,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Obp57a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.658828424,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
mrj,0.070114503,#VALUE!,0.273933569,#VALUE!,#VALUE!,0.679153521,#VALUE!,#VALUE!,#VALUE!,0.071076162,#VALUE!,#VALUE!
CG5532,0.856945863,#VALUE!,0.42050935,0.450168697,0.798009028,0.681314323,0.704340813,0.554932602,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,-0.326063731,#VALUE!,0.393196512,0.262793937,#VALUE!,0.759070591,-0.525039672,-0.639354798,#VALUE!,0.142609487,0.322966462,#VALUE!
,0.623679608,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.768755995,0.632454358,0.729792022,0.881429697,#VALUE!,0.456490772,#VALUE!
,#VALUE!,#VALUE!,#VALUE!,0.23155529,0.662752389,0.796929943,#VALUE!,-0.150753299,0.021195425,0.042364175,#VALUE!,#VALUE!
atilla,0.280006078,#VALUE!,1.069564695,0.999278472,#VALUE!,0.803227036,-0.033717206,0.249263286,0.751120896,0.535953401,0.84052366,#VALUE!
beat-VII,#VALUE!,#VALUE!,0.948899821,0.749062231,#VALUE!,0.853596506,#VALUE!,1.21238257,#VALUE!,#VALUE!,0.875858682,#VALUE!
,-0.323064665,-0.534453838,0.207518077,#VALUE!,-0.048710622,0.865285394,-0.127525803,-0.203003629,0.721766366,-0.140078145,#VALUE!,#VALUE!
l(3)neo43,#VALUE!,1.409255147,#VALUE!,#VALUE!,#VALUE!,0.872474197,1.324004081,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.912113305,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
RpII215,-0.783439595,0.9157121,#VALUE!,0.629939409,#VALUE!,0.918538893,1.021408657,1.699018519,0.404249185,-0.459318011,#VALUE!,#VALUE!
CG42487-RA,#VALUE!,#VALUE!,#VALUE!,0.086376168,#VALUE!,0.941932618,#VALUE!,#VALUE!,0.890796866,0.75719397,#VALUE!,#VALUE!
RpS29,-0.834081631,0.809085118,-0.042843154,0.188780698,#VALUE!,0.959770155,-0.250628782,0.574634395,-0.682881201,-0.323461773,1.336283388,#VALUE!
Rsf1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.969675463,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Ect3,-0.894724217,-0.794882789,#VALUE!,#VALUE!,#VALUE!,1.011424075,-0.60197805,-0.791407829,1.077174623,0.439037963,#VALUE!,#VALUE!
,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.033017668,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,-0.004349061,0.488823464,#VALUE!,#VALUE!,1.139076515,1.164657575,0.28166858,0.076695902,0.951662389,0.886276995,#VALUE!,#VALUE!
RnpS1,0.39462389,-0.367508417,0.67238008,#VALUE!,0.747000624,1.215554355,-0.331644834,-0.316007178,#VALUE!,#VALUE!,#VALUE!,#VALUE!
mRpL28,-1.029234677,-1.276275445,0.973574542,1.124725152,#VALUE!,1.288417627,-0.556966297,-0.122475606,0.956874444,0.968643756,#VALUE!,#VALUE!
CG10635,-0.134635413,-0.318235917,#VALUE!,1.079497584,#VALUE!,1.384049807,#VALUE!,0.10191896,0.878843028,1.16304782,#VALUE!,#VALUE!
Sh,#VALUE!,0.795933147,-1.26022101,#VALUE!,0.595980979,1.764940573,#VALUE!,#VALUE!,#VALUE!,-1.42043364,#VALUE!,#VALUE!
,#VALUE!,#VALUE!,#VALUE!,-1.581993606,#VALUE!,1.854115368,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG7280,#VALUE!,#VALUE!,-0.221993331,-0.356568602,#VALUE!,2.292663973,#VALUE!,0.092342769,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Prosbeta1,-1.041446821,#VALUE!,#VALUE!,-0.008725786,#VALUE!,#VALUE!,-1.631734517,-0.127037317,-0.475093828,-0.500728117,#VALUE!,#VALUE!
yrt,0.017636903,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG34242-RA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Nup75,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
spz,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
laccase2,-1.507213622,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.140124224,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG17508-RA,#VALUE!,#VALUE!,#VALUE!,0.032947164,#VALUE!,#VALUE!,0.664300785,#VALUE!,#VALUE!,#VALUE!,-0.316456244,-0.198510204
CG8245-RA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
vlc,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Hsepi,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG3270-RA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.953131814,#VALUE!
l(2)01289,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Eb1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.127021562,-0.276327862,#VALUE!,-0.052027198
koi,-0.73845715,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG1383,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
cn,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG8726-RB,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Asap1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mal-A6,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.303560979,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG8586-RA,#VALUE!,#VALUE!,#VALUE!,-1.184293423,#VALUE!,#VALUE!,-2.141971247,#VALUE!,#VALUE!,#VALUE!,-2.32582864,-0.467972357
sec31,-1.384583703,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-2.193238766,-2.041328046,-2.036940248,-0.612108127,#VALUE!,-1.78229777
CG8243-RA,-1.752242583,2.113067014,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
